"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"20","1017.4","1020.0","1019.3","2019/12/20 01:06:00","1014.7","2019/12/20 15:38:00","18.1","21.1","2019/12/20 14:25:00","16.2","2019/12/20 01:43:00","14.4","79","71","2019/12/20 14:25:00","8.6","50","18.1","50","2019/12/20 09:13:00","0.8","0.9","0.3","2019/12/20 21:15:00","0.8","2019/12/20 21:03:00","1.1","10.4","7.93","17.0","-1.1","4","2019/12/20 12:00:00","9.0","18.3","19.2","19.1","19.4","20.3","20.8","21.6"
"21","1014.8","1017.4","1017.3","2019/12/21 00:01:00","1013.5","2019/12/21 14:21:00","18.4","19.4","2019/12/21 10:12:00","17.5","2019/12/21 14:05:00","16.7","90","82","2019/12/21 01:31:00","4.3","40","14.0","50","2019/12/21 01:30:00","T","1.2","T","2019/12/21 16:05:00","T","2019/12/21 15:55:00","0.0","0.0","1.25","3.8","-0.3","2","2019/12/21 11:00:00","10.0","18.9","19.5","19.3","19.6","20.3","20.7","21.7"
"22","1013.2","1015.7","1013.9","2019/12/22 00:01:00","1011.7","2019/12/22 13:24:00","18.5","20.3","2019/12/22 09:37:00","17.6","2019/12/22 20:03:00","15.5","83","72","2019/12/22 21:07:00","3.3","40","11.4","30","2019/12/22 19:08:00","0.7","0.7","0.5","2019/12/22 01:51:00","0.7","2019/12/22 01:51:00","0.2","1.9","3.99","12.0","1.5","2","2019/12/22 10:00:00","9.5","19.1","19.7","19.6","19.9","20.5","20.7","21.7"
"23","1014.6","1017.2","1016.2","2019/12/23 09:03:00","1013.4","2019/12/23 00:47:00","18.7","20.0","2019/12/23 12:06:00","17.2","2019/12/23 05:46:00","14.9","78","73","2019/12/23 00:01:00","4.9","40","11.7","50","2019/12/23 03:17:00","0.0","0.0","0.0","--","0.0","--","0.6","5.7","5.14","19.0","0.8","2","2019/12/23 12:00:00","9.8","18.8","19.4","19.3","19.5","20.4","20.7","21.6"
"24","1016.0","1018.6","1017.8","2019/12/24 09:04:00","1014.5","2019/12/24 03:23:00","18.7","19.5","2019/12/24 10:21:00","18.0","2019/12/24 01:27:00","15.7","83","78","2019/12/24 14:29:00","3.3","40","8.6","50","2019/12/24 20:12:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","3.19","11.7","1.5","1","2019/12/24 13:00:00","10.0","19.1","19.6","19.5","19.7","20.4","20.7","21.6"
"25","1013.5","1016.1","1016.1","2019/12/25 08:54:00","1011.2","2019/12/25 15:42:00","19.1","21.8","2019/12/25 13:27:00","16.1","2019/12/25 04:13:00","15.7","80","73","2019/12/25 10:40:00","3.7","40","10.8","30","2019/12/25 13:57:00","0.0","0.0","0.0","--","0.0","--","3.6","34.2","10.82","15.3","1.7","4","2019/12/25 12:00:00","6.3","19.3","19.7","19.5","19.7","20.3","20.7","21.6"
"26","1014.5","1017.0","1018.2","2019/12/26 23:34:00","1012.1","2019/12/26 14:20:00","19.4","23.2","2019/12/26 10:28:00","16.7","2019/12/26 23:45:00","15.6","79","66","2019/12/26 23:14:00","4.5","50","18.7","60","2019/12/26 22:22:00","0.0","0.0","0.0","--","0.0","--","1.7","16.1","9.16","11.0","3.8","5","2019/12/26 13:00:00","9.7","19.8","20.4","20.2","20.3","20.7","20.8","21.6"
"27","1019.3","1021.9","1021.4","2019/12/27 09:27:00","1017.7","2019/12/27 23:50:00","15.3","16.7","2019/12/27 00:01:00","14.4","2019/12/27 06:06:00","8.7","65","58","2019/12/27 11:37:00","9.2","50","19.6","40","2019/12/27 02:18:00","0.0","0.0","0.0","--","0.0","--","0.1","0.9","5.06","12.5","3.6","2","2019/12/27 13:00:00","8.7","16.5","18.2","18.4","19.3","20.3","21.0","21.7"
"28","1016.8","1019.3","1018.9","2019/12/28 09:03:00","1014.7","2019/12/28 14:44:00","18.5","23.1","2019/12/28 13:55:00","15.6","2019/12/28 00:01:00","12.1","66","58","2019/12/28 13:53:00","5.8","50","16.5","50","2019/12/28 09:19:00","0.0","0.0","0.0","--","0.0","--","8.6","81.5","14.98","19.0","-2.6","6","2019/12/28 13:00:00","3.5","17.9","18.4","18.4","18.8","19.7","20.6","21.8"
"29","1016.2","1018.8","1018.3","2019/12/29 21:31:00","1014.3","2019/12/29 03:58:00","18.0","18.5","2019/12/29 12:01:00","16.2","2019/12/29 00:17:00","15.9","88","74","2019/12/29 03:06:00","1.7","210","6.4","50","2019/12/29 22:13:00","36.1","16.5","2.5","2019/12/29 21:35:00","5.0","2019/12/29 11:19:00","0.0","0.0","0.00","5.3","-0.3","1","2019/12/29 11:00:00","10.0","18.6","18.9","18.8","19.1","19.8","20.4","21.7"
"30","1018.5","1021.1","1021.7","2019/12/30 22:52:00","1016.0","2019/12/30 13:35:00","18.9","21.7","2019/12/30 09:09:00","17.3","2019/12/30 23:45:00","16.8","87","67","2019/12/30 09:09:00","4.1","50","14.7","40","2019/12/30 20:41:00","24.4","16.2","1.5","2019/12/30 00:11:00","3.0","2019/12/30 17:06:00","0.0","0.0","2.64","9.5","-1.2","2","2019/12/30 12:00:00","9.8","19.1","19.4","19.2","19.4","19.8","20.3","21.6"
"31","1024.8","1027.4","1028.0","2019/12/31 09:34:00","1021.0","2019/12/31 00:11:00","15.0","17.6","2019/12/31 00:09:00","13.7","2019/12/31 19:56:00","11.0","77","69","2019/12/31 22:01:00","10.5","50","22.2","60","2019/12/31 14:39:00","3.4","8.1","0.5","2019/12/31 00:35:00","1.0","2019/12/31 00:35:00","0.0","0.0","1.60","8.7","-1.8","1","2019/12/31 12:00:00","9.8","16.4","17.6","17.9","18.7","19.7","20.2","21.5"
