"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1009.4","1011.9","1010.8","2018/06/01 22:23:00","1007.9","2018/06/01 01:52:00","24.0","26.3","2018/06/01 14:35:00","20.9","2018/06/01 20:47:00","20.8","82","73","2018/06/01 16:15:00","6.3","50","16.8","50","2018/06/01 14:50:00","3.5","2.5","0.5","2018/06/01 07:11:00","1.5","2018/06/01 07:42:00","0.2","1.5","7.75","13.2","-4.0","5","2018/06/01 15:00:00","9.5","26.0","27.8","28.1","29.2","29.9","29.5","27.7"
"02","1008.9","1011.4","1010.4","2018/06/02 08:24:00","1007.6","2018/06/02 17:14:00","24.9","27.8","2018/06/02 12:14:00","22.4","2018/06/02 01:43:00","19.9","74","65","2018/06/02 13:27:00","5.2","50","12.9","50","2018/06/02 16:11:00","0.0","0.0","0.0","--","0.0","--","5.6","41.3","20.30","17.3","5.7","11","2018/06/02 12:00:00","7.5","26.0","26.9","26.6","27.8","28.5","28.7","27.9"
"03","1006.8","1009.3","1008.1","2018/06/03 00:01:00","1005.3","2018/06/03 16:15:00","26.5","29.5","2018/06/03 14:50:00","24.8","2018/06/03 03:01:00","23.1","82","74","2018/06/03 14:50:00","3.7","50","9.9","40","2018/06/03 11:24:00","0.0","0.0","0.0","--","0.0","--","3.6","26.5","16.83","16.3","5.7","9","2018/06/03 13:00:00","5.8","27.4","28.0","27.8","28.2","28.5","28.2","27.9"
"04","1006.5","1009.0","1007.7","2018/06/04 22:08:00","1005.0","2018/06/04 15:43:00","27.2","31.4","2018/06/04 09:54:00","24.3","2018/06/04 03:01:00","23.9","83","70","2018/06/04 12:27:00","2.5","40","9.9","30","2018/06/04 14:17:00","0.0","0.0","0.0","--","0.0","--","10.4","76.6","22.84","14.0","6.0","10","2018/06/04 13:00:00","3.7","28.5","28.9","28.7","28.8","29.0","28.3","27.8"
"05","1006.8","1009.2","1008.4","2018/06/05 09:56:00","1005.1","2018/06/05 15:30:00","28.3","32.6","2018/06/05 11:40:00","24.9","2018/06/05 05:10:00","24.7","82","66","2018/06/05 15:41:00","2.0","40","7.0","40","2018/06/05 13:34:00","3.4","0.6","1.5","2018/06/05 19:05:00","3.4","2018/06/05 18:51:00","9.1","67.0","23.08","9.2","-6.1","12","2018/06/05 12:00:00","4.5","29.9","29.9","29.5","29.4","29.4","28.6","27.7"
"06","1006.5","1009.0","1007.4","2018/06/06 21:16:00","1005.2","2018/06/06 16:32:00","28.0","31.5","2018/06/06 10:18:00","25.8","2018/06/06 05:22:00","24.9","84","74","2018/06/06 08:43:00","3.5","50","10.3","20","2018/06/06 13:54:00","0.0","0.0","0.0","--","0.0","--","8.2","60.3","21.01","10.3","6.5","10","2018/06/06 12:00:00","6.8","28.7","29.5","29.4","29.6","29.8","28.9","27.7"
"07","1004.3","1006.7","1005.7","2018/06/07 00:01:00","1002.1","2018/06/07 15:50:00","28.5","31.8","2018/06/07 09:23:00","26.5","2018/06/07 01:09:00","25.1","82","70","2018/06/07 08:44:00","5.6","50","17.3","50","2018/06/07 16:50:00","0.0","0.0","0.0","--","0.0","--","10.2","75.0","24.79","13.0","7.6","12","2018/06/07 12:00:00","5.8","28.9","29.6","29.4","29.6","29.8","29.0","27.8"
"08","1000.6","1003.0","1003.5","2018/06/08 00:01:00","998.9","2018/06/08 16:02:00","28.6","32.0","2018/06/08 14:07:00","26.2","2018/06/08 04:52:00","25.2","82","70","2018/06/08 08:13:00","5.7","50","15.3","50","2018/06/08 10:23:00","0.0","0.0","0.0","--","0.0","--","8.6","63.2","21.49","16.0","6.8","11","2018/06/08 11:00:00","5.2","29.2","29.8","29.7","29.8","30.1","29.2","27.9"
"09","998.3","1000.7","999.9","2018/06/09 06:47:00","996.3","2018/06/09 16:28:00","27.4","30.6","2018/06/09 11:47:00","25.6","2018/06/09 23:10:00","24.1","82","73","2018/06/09 11:45:00","5.0","50","12.2","50","2018/06/09 00:23:00","0.0","0.0","0.0","--","0.0","--","7.4","54.4","22.02","13.3","6.4","11","2018/06/09 12:00:00","5.8","28.8","29.6","29.6","29.7","30.1","29.3","28.1"
