"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"10","1011.4","1013.9","1012.6","2017/05/10 08:43:00","1010.0","2017/05/10 03:34:00","27.1","31.0","2017/05/10 13:58:00","22.6","2017/05/10 05:15:00","23.6","82","68","2017/05/10 13:49:00","2.2","100","7.0","40","2017/05/10 14:32:00","0.0","0.0","0.0","--","0.0","--","10.2","77.2","23.98","9.0","4.9","8","2017/05/10 12:00:00","6.3","26.4","26.7","26.2","26.2","26.0","24.8","23.8"
"11","1011.5","1014.0","1012.9","2017/05/11 06:59:00","1010.2","2017/05/11 16:20:00","26.8","29.4","2017/05/11 16:26:00","24.6","2017/05/11 05:18:00","23.7","84","66","2017/05/11 17:31:00","1.6","290","6.7","290","2017/05/11 11:40:00","0.0","0.0","0.0","--","0.0","--","5.6","42.3","21.51","7.7","5.5","7","2017/05/11 11:00:00","5.7","27.1","27.1","26.8","26.8","26.4","25.1","24.0"
"12","1007.6","1010.1","1010.3","2017/05/12 00:01:00","1005.7","2017/05/12 17:05:00","26.9","29.0","2017/05/12 10:11:00","24.8","2017/05/12 04:22:00","24.0","84","77","2017/05/12 07:22:00","3.3","230","8.9","250","2017/05/12 11:25:00","0.0","0.0","0.0","--","0.0","--","0.1","0.8","11.46","9.3","2.5","5","2017/05/12 13:00:00","8.7","26.6","26.8","26.5","26.6","26.9","25.4","24.1"
"13","1006.9","1009.4","1009.4","2017/05/13 22:37:00","1004.6","2017/05/13 03:26:00","25.3","27.2","2017/05/13 01:57:00","23.7","2017/05/13 23:59:59","23.0","87","80","2017/05/13 13:21:00","3.7","40","12.5","260","2017/05/13 03:01:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","5.31","14.7","1.1","2","2017/05/13 14:00:00","9.5","25.6","26.1","25.9","26.2","26.4","25.5","24.4"
"14","1008.2","1010.7","1010.0","2017/05/14 08:41:00","1006.5","2017/05/14 16:26:00","26.0","29.5","2017/05/14 11:31:00","23.4","2017/05/14 00:52:00","22.8","82","72","2017/05/14 13:33:00","2.5","30","7.8","10","2017/05/14 14:32:00","0.0","0.0","0.0","--","0.0","--","7.3","54.9","23.04","16.5","5.4","9","2017/05/14 13:00:00","5.8","26.5","26.8","26.9","26.4","26.5","25.4","24.5"
"15","1007.5","1010.0","1008.8","2017/05/15 21:17:00","1005.3","2017/05/15 17:22:00","25.5","29.3","2017/05/15 09:00:00","21.6","2017/05/15 23:26:00","22.5","84","73","2017/05/15 09:40:00","3.3","30","13.2","320","2017/05/15 18:05:00","13.5","5.1","6.5","2017/05/15 18:05:00","10.5","2017/05/15 18:05:00","7.8","58.6","22.40","15.0","-2.5","9","2017/05/15 13:00:00","5.7","26.1","27.0","26.8","27.0","26.7","25.5","24.6"
"16","1006.4","1008.9","1007.9","2017/05/16 00:09:00","1005.2","2017/05/16 16:10:00","20.9","21.9","2017/05/16 11:52:00","20.0","2017/05/16 20:34:00","19.5","92","89","2017/05/16 01:24:00","3.0","50","9.5","40","2017/05/16 12:19:00","44.5","21.2","3.5","2017/05/16 08:44:00","8.5","2017/05/16 08:44:00","0.0","0.0","3.42","5.2","/","2","2017/05/16 12:00:00","9.7","23.4","24.2","24.2","25.2","25.8","25.5","24.7"
"17","1007.2","1009.7","1009.4","2017/05/17 22:21:00","1004.9","2017/05/17 01:53:00","23.4","26.7","2017/05/17 12:30:00","20.7","2017/05/17 00:01:00","19.1","77","63","2017/05/17 16:55:00","6.0","50","16.5","40","2017/05/17 14:46:00","0.0","0.0","0.0","--","0.0","--","8.0","60.0","24.25","17.5","6.7","9","2017/05/17 12:00:00","7.3","23.3","24.2","24.1","24.6","25.1","24.9","24.9"
"18","1009.2","1011.7","1010.4","2017/05/18 09:13:00","1008.0","2017/05/18 01:14:00","25.9","29.4","2017/05/18 11:25:00","23.1","2017/05/18 00:50:00","20.1","71","63","2017/05/18 09:45:00","5.7","50","13.1","30","2017/05/18 13:54:00","0.0","0.0","0.0","--","0.0","--","8.1","60.6","23.27","16.7","7.1","9","2017/05/18 12:00:00","5.5","23.8","24.8","24.5","24.9","25.2","24.8","24.9"
"19","1008.8","1011.3","1010.2","2017/05/19 08:47:00","1007.3","2017/05/19 15:34:00","25.4","28.4","2017/05/19 14:27:00","22.1","2017/05/19 23:32:00","20.6","75","67","2017/05/19 10:14:00","2.4","90","6.7","80","2017/05/19 06:21:00","0.8","1.8","0.5","2017/05/19 21:56:00","0.5","2017/05/19 21:50:00","0.0","0.0","9.40","10.0","-2.1","4","2017/05/19 11:00:00","9.7","24.5","25.0","24.7","25.1","25.4","24.9","24.9"
"20","1006.3","1008.8","1008.3","2017/05/20 00:01:00","1004.6","2017/05/20 16:46:00","24.8","28.5","2017/05/20 13:35:00","21.8","2017/05/20 02:11:00","21.4","82","71","2017/05/20 17:34:00","1.6","50","5.9","270","2017/05/20 12:02:00","1.5","1.6","1.0","2017/05/20 03:36:00","1.3","2017/05/20 03:20:00","4.8","35.9","22.36","11.0","5.6","9","2017/05/20 13:00:00","6.7","25.5","25.8","25.5","25.6","25.5","24.9","24.8"
"21","1005.2","1007.7","1006.2","2017/05/21 21:11:00","1004.0","2017/05/21 16:06:00","25.3","28.3","2017/05/21 14:11:00","22.7","2017/05/21 02:12:00","21.9","82","74","2017/05/21 17:05:00","5.8","40","16.5","30","2017/05/21 11:26:00","0.0","0.0","0.0","--","0.0","--","9.1","67.9","26.80","18.0","6.0","10","2017/05/21 13:00:00","5.0","25.2","26.1","25.8","26.0","26.0","25.1","24.8"
"22","1005.7","1008.1","1006.9","2017/05/22 09:50:00","1004.4","2017/05/22 02:30:00","26.3","29.0","2017/05/22 13:47:00","24.2","2017/05/22 05:21:00","22.6","80","74","2017/05/22 10:03:00","3.1","40","12.1","30","2017/05/22 00:02:00","0.0","0.0","0.0","--","0.0","--","1.6","11.9","14.91","14.7","3.8","7","2017/05/22 14:00:00","7.2","25.6","26.1","25.8","26.1","26.1","25.3","24.9"
"23","1005.4","1007.9","1007.2","2017/05/23 09:22:00","1003.9","2017/05/23 16:30:00","26.8","28.9","2017/05/23 12:09:00","24.5","2017/05/23 00:54:00","23.6","83","74","2017/05/23 16:21:00","3.2","250","8.8","250","2017/05/23 07:57:00","0.0","0.0","0.0","--","0.0","--","8.0","59.6","25.30","12.0","6.9","12","2017/05/23 12:00:00","4.8","27.1","27.1","26.7","26.6","26.5","25.6","24.9"
"24","1004.0","1006.5","1007.0","2017/05/24 22:11:00","1002.4","2017/05/24 15:36:00","26.3","29.9","2017/05/24 11:47:00","22.6","2017/05/24 19:27:00","24.0","87","77","2017/05/24 10:39:00","5.9","240","14.2","230","2017/05/24 10:05:00","11.2","3.2","2.5","2017/05/24 17:37:00","6.5","2017/05/24 17:37:00","2.9","21.6","19.85","10.8","-3.1","10","2017/05/24 13:00:00","8.3","26.5","27.2","26.8","27.1","26.9","26.0","25.0"
"25","1006.7","1009.2","1008.9","2017/05/25 21:42:00","1004.9","2017/05/25 02:55:00","22.8","24.3","2017/05/25 14:23:00","21.8","2017/05/25 07:11:00","20.2","85","77","2017/05/25 15:11:00","4.2","50","11.4","40","2017/05/25 00:34:00","2.2","3.7","0.5","2017/05/25 00:10:00","0.6","2017/05/25 00:01:00","0.0","0.0","4.78","7.3","-4.4","3","2017/05/25 12:00:00","9.7","23.3","24.6","24.6","25.4","26.2","26.1","25.1"
"26","1007.7","1010.2","1008.9","2017/05/26 20:26:00","1006.6","2017/05/26 02:35:00","23.6","25.9","2017/05/26 10:56:00","22.1","2017/05/26 03:17:00","18.1","71","58","2017/05/26 10:53:00","5.1","40","13.2","50","2017/05/26 11:05:00","0.0","0.0","0.0","--","0.0","--","0.1","0.7","9.61","15.0","3.8","6","2017/05/26 11:00:00","9.2","22.3","23.6","23.7","24.3","25.2","25.6","25.2"
"27","1007.3","1009.8","1008.9","2017/05/27 12:22:00","1005.7","2017/05/27 04:10:00","23.4","26.1","2017/05/27 09:29:00","21.4","2017/05/27 22:47:00","18.1","73","63","2017/05/27 12:02:00","5.1","50","12.9","70","2017/05/27 16:05:00","0.1","0.1","0.1","2017/05/27 12:11:00","0.1","2017/05/27 12:11:00","0.0","0.0","8.26","14.3","-2.8","3","2017/05/27 12:00:00","9.0","21.9","23.2","23.2","23.8","24.8","25.2","25.1"
"28","1006.4","1008.9","1007.5","2017/05/28 22:30:00","1005.5","2017/05/28 15:51:00","25.0","29.0","2017/05/28 12:45:00","21.5","2017/05/28 00:52:00","20.6","77","68","2017/05/28 09:57:00","4.5","50","11.8","40","2017/05/28 20:25:00","0.0","0.0","0.0","--","0.0","--","5.9","43.7","22.01","19.3","6.0","9","2017/05/28 13:00:00","6.8","23.5","24.1","24.1","24.2","24.8","24.8","25.0"
"29","1006.7","1009.2","1008.5","2017/05/29 07:53:00","1004.9","2017/05/29 16:12:00","26.8","29.8","2017/05/29 12:51:00","23.6","2017/05/29 00:53:00","22.6","78","70","2017/05/29 17:26:00","4.6","50","13.1","40","2017/05/29 11:04:00","0.0","0.0","0.0","--","0.0","--","12.3","91.0","28.80","18.7","7.2","12","2017/05/29 12:00:00","3.3","25.4","26.0","25.6","25.6","25.4","25.0","25.0"
"30","1006.5","1009.0","1007.8","2017/05/30 06:50:00","1004.9","2017/05/30 23:57:00","27.1","30.3","2017/05/30 14:04:00","24.6","2017/05/30 05:07:00","23.3","80","70","2017/05/30 13:43:00","2.3","230","7.7","250","2017/05/30 13:53:00","0.0","0.0","0.0","--","0.0","--","3.3","24.4","20.25","18.0","4.8","9","2017/05/30 12:00:00","9.8","26.9","26.9","26.4","26.5","26.3","25.5","25.0"
"31","1002.8","1005.3","1005.2","2017/05/31 08:19:00","1000.7","2017/05/31 16:26:00","27.0","29.6","2017/05/31 13:57:00","25.5","2017/05/31 07:20:00","24.4","86","79","2017/05/31 12:33:00","5.4","240","13.7","250","2017/05/31 16:25:00","0.0","0.0","0.0","--","0.0","--","5.8","42.9","22.62","12.5","6.2","11","2017/05/31 13:00:00","8.7","27.3","27.6","27.4","27.0","26.4","25.9","25.0"
