"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1012.6","1015.1","1014.0","2016/04/01 09:12:00","1011.2","2016/04/01 16:05:00","20.5","23.9","2016/04/01 14:30:00","17.8","2016/04/01 00:31:00","17.0","80","70","2016/04/01 11:29:00","3.0","40","8.8","30","2016/04/01 12:34:00","0.0","0.0","0.0","--","0.0","--","2.1","17.0","16.16","11.7","3.1","5","2016/04/01 12:00:00","9.0","19.3","19.3","19.0","18.6","17.9","17.4","17.8"
"02","1013.0","1015.5","1015.1","2016/04/02 08:32:00","1011.3","2016/04/02 14:43:00","20.9","23.9","2016/04/02 10:52:00","18.7","2016/04/02 06:02:00","18.6","87","80","2016/04/02 11:00:00","1.4","280","5.4","330","2016/04/02 12:24:00","0.0","0.0","0.0","--","0.0","--","4.2","34.0","16.40","7.0","3.1","5","2016/04/02 12:00:00","8.5","20.8","20.5","20.1","19.5","18.8","17.9","18.0"
"03","1010.8","1013.3","1013.0","2016/04/03 00:01:00","1009.1","2016/04/03 16:00:00","23.5","26.3","2016/04/03 09:28:00","20.5","2016/04/03 02:38:00","21.1","87","74","2016/04/03 09:12:00","5.4","220","17.2","270","2016/04/03 14:09:00","0.0","0.0","0.0","--","0.0","--","5.4","43.6","15.74","6.3","3.7","4","2016/04/03 12:00:00","5.3","21.4","21.4","21.1","20.3","19.6","18.4","18.1"
"04","1010.8","1013.3","1012.0","2016/04/04 10:05:00","1009.1","2016/04/04 00:54:00","22.2","26.8","2016/04/04 10:52:00","20.6","2016/04/04 23:13:00","20.6","91","76","2016/04/04 10:46:00","1.9","40","7.1","320","2016/04/04 11:24:00","0.0","0.0","0.0","--","0.0","--","0.2","1.6","9.36","5.7","2.6","4","2016/04/04 12:00:00","9.7","21.5","21.9","21.3","20.8","20.2","19.0","18.3"
"05","1012.4","1014.9","1014.5","2016/04/05 10:42:00","1011.1","2016/04/05 15:00:00","21.5","25.8","2016/04/05 14:20:00","19.8","2016/04/05 11:46:00","19.6","89","77","2016/04/05 14:07:00","1.9","30","6.8","340","2016/04/05 10:09:00","0.0","0.0","0.0","--","0.0","--","2.8","22.5","12.89","8.8","2.9","6","2016/04/05 14:00:00","7.5","22.3","21.9","20.9","20.4","20.2","19.5","18.2"
"06","1010.9","1013.4","1013.1","2016/04/06 08:17:00","1009.0","2016/04/06 14:53:00","22.8","26.0","2016/04/06 11:04:00","19.8","2016/04/06 02:02:00","21.2","91","78","2016/04/06 10:58:00","1.8","260","8.3","260","2016/04/06 11:12:00","0.0","0.0","0.0","--","0.0","--","6.3","50.6","19.40","8.7","4.5","6","2016/04/06 12:00:00","7.8","23.2","23.0","22.4","21.6","20.8","19.9","19.1"
"07","1010.4","1012.9","1011.6","2016/04/07 08:18:00","1009.1","2016/04/07 02:50:00","25.0","27.1","2016/04/07 11:32:00","23.7","2016/04/07 07:48:00","23.1","89","83","2016/04/07 22:37:00","4.3","220","9.8","210","2016/04/07 22:40:00","0.0","0.0","0.0","--","0.0","--","3.8","30.4","15.48","11.2","3.7","5","2016/04/07 11:00:00","7.0","23.8","23.5","22.9","22.1","21.5","20.3","19.2"
"08","1011.7","1014.2","1013.2","2016/04/08 23:01:00","1010.5","2016/04/08 16:18:00","22.4","25.4","2016/04/08 11:36:00","20.4","2016/04/08 21:20:00","20.3","88","81","2016/04/08 11:23:00","3.0","40","8.8","210","2016/04/08 01:54:00","0.0","0.0","0.0","--","0.0","--","0.6","4.8","10.05","11.0","2.6","5","2016/04/08 12:00:00","9.2","22.8","22.9","22.7","22.3","21.8","20.9","19.6"
"09","1010.2","1012.7","1012.8","2016/04/09 00:08:00","1007.4","2016/04/09 15:22:00","21.7","24.7","2016/04/09 13:22:00","18.8","2016/04/09 23:46:00","19.6","88","82","2016/04/09 13:09:00","2.9","10","11.4","320","2016/04/09 23:18:00","T","0.4","T","2016/04/09 23:39:00","T","2016/04/09 23:39:00","0.9","7.2","11.69","11.0","-1.9","5","2016/04/09 13:00:00","9.0","22.5","22.7","22.6","22.4","21.8","21.0","20.0"
"10","1007.8","1010.3","1010.8","2016/04/10 00:16:00","1005.7","2016/04/10 17:30:00","21.5","25.9","2016/04/10 09:35:00","19.1","2016/04/10 00:01:00","19.8","90","81","2016/04/10 10:25:00","2.8","280","13.0","270","2016/04/10 20:33:00","17.4","5.3","6.0","2016/04/10 15:33:00","11.0","2016/04/10 14:53:00","1.0","8.0","7.55","7.8","-0.9","3","2016/04/10 10:00:00","9.7","22.0","22.2","22.1","21.9","21.8","21.2","20.1"
"11","1009.6","1012.1","1011.6","2016/04/11 10:12:00","1008.5","2016/04/11 03:22:00","20.2","21.1","2016/04/11 14:14:00","19.1","2016/04/11 05:47:00","18.3","89","85","2016/04/11 01:58:00","4.1","40","9.9","50","2016/04/11 10:07:00","11.0","5.1","4.0","2016/04/11 22:46:00","7.1","2016/04/11 22:16:00","0.0","0.0","3.06","9.2","-0.6","2","2016/04/11 12:00:00","9.8","20.8","21.0","20.9","21.1","21.4","21.2","20.4"
"12","1007.7","1010.2","1010.1","2016/04/12 08:10:00","1005.1","2016/04/12 16:33:00","21.4","24.2","2016/04/12 15:00:00","19.2","2016/04/12 08:05:00","20.0","92","84","2016/04/12 14:11:00","2.3","20","8.8","350","2016/04/12 08:05:00","3.2","1.6","1.0","2016/04/12 23:22:00","2.8","2016/04/12 22:58:00","1.6","12.7","10.26","5.3","-0.6","4","2016/04/12 14:00:00","8.8","21.9","21.7","21.5","21.2","21.1","21.0","20.6"
"13","1003.7","1006.2","1006.9","2016/04/13 00:19:00","1000.1","2016/04/13 14:52:00","21.5","23.7","2016/04/13 10:13:00","19.9","2016/04/13 06:39:00","20.1","92","81","2016/04/13 10:32:00","4.3","230","25.4","250","2016/04/13 10:24:00","52.6","11.6","4.5","2016/04/13 16:38:00","11.5","2016/04/13 00:01:00","1.6","12.7","4.38","7.7","-1.0","1","2016/04/13 13:00:00","8.7","21.3","21.5","21.4","21.3","21.3","21.1","20.6"
"14","1008.9","1011.4","1011.6","2016/04/14 22:56:00","1006.2","2016/04/14 02:21:00","21.3","23.1","2016/04/14 09:58:00","19.8","2016/04/14 23:54:00","19.7","91","84","2016/04/14 09:30:00","2.9","40","14.3","10","2016/04/14 23:49:00","20.0","4.1","3.0","2016/04/14 17:42:00","10.0","2016/04/14 17:40:00","0.0","0.0","3.42","5.5","-0.8","2","2016/04/14 12:00:00","9.7","21.1","21.3","21.2","21.1","21.2","21.2","20.7"
"15","1010.8","1013.3","1012.5","2016/04/15 21:14:00","1009.0","2016/04/15 15:18:00","21.3","24.8","2016/04/15 11:30:00","18.7","2016/04/15 05:54:00","19.2","88","78","2016/04/15 10:43:00","2.6","50","15.5","40","2016/04/15 00:02:00","3.6","4.4","0.5","2016/04/15 17:40:00","1.8","2016/04/15 17:16:00","0.2","1.6","6.65","7.5","-0.2","3","2016/04/15 11:00:00","9.2","21.4","21.3","21.3","21.1","21.1","21.1","20.8"
