"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1020.3","1022.9","1022.9","2017/02/01 20:41:00","1017.6","2017/02/01 03:01:00","16.6","18.1","2017/02/01 13:29:00","14.2","2017/02/01 21:07:00","12.8","78","69","2017/02/01 14:11:00","10.6","40","21.9","40","2017/02/01 22:13:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","4.26","21.7","2.6","2","2017/02/01 14:00:00","10.0","16.4","17.5","17.5","17.9","18.6","19.0","20.1"
"02","1021.1","1023.7","1023.5","2017/02/02 08:57:00","1019.1","2017/02/02 23:57:00","15.9","17.7","2017/02/02 11:01:00","14.6","2017/02/02 00:01:00","10.8","72","64","2017/02/02 11:05:00","11.5","40","22.6","40","2017/02/02 11:21:00","0.0","0.0","0.0","--","0.0","--","1.6","14.6","10.45","15.0","4.4","4","2017/02/02 12:00:00","7.5","15.5","16.9","16.9","17.6","18.3","19.0","20.1"
"03","1016.8","1019.4","1019.5","2017/02/03 09:30:00","1013.9","2017/02/03 15:07:00","18.1","20.5","2017/02/03 14:49:00","15.5","2017/02/03 00:02:00","14.7","81","72","2017/02/03 03:51:00","5.5","30","14.2","30","2017/02/03 00:18:00","0.0","0.0","0.0","--","0.0","--","0.5","4.5","10.73","12.0","2.9","4","2017/02/03 12:00:00","8.2","17.4","17.7","17.5","17.7","18.2","18.8","20.2"
"04","1013.1","1015.7","1016.1","2017/02/04 00:04:00","1010.6","2017/02/04 15:59:00","17.7","20.1","2017/02/04 12:33:00","15.7","2017/02/04 23:47:00","15.6","87","82","2017/02/04 12:29:00","1.9","190","6.3","210","2017/02/04 09:52:00","0.0","0.0","0.0","--","0.0","--","0.2","1.8","8.68","8.7","1.1","3","2017/02/04 13:00:00","8.8","18.2","18.5","18.3","18.4","18.8","18.8","20.2"
"05","1012.3","1014.9","1014.0","2017/02/05 08:54:00","1010.5","2017/02/05 14:08:00","17.8","20.4","2017/02/05 10:32:00","15.9","2017/02/05 00:02:00","14.9","84","72","2017/02/05 12:01:00","6.3","40","20.3","50","2017/02/05 21:25:00","0.0","0.0","0.0","--","0.0","--","0.1","0.9","6.56","7.2","3.0","3","2017/02/05 13:00:00","9.3","18.1","18.5","18.3","18.6","19.0","19.1","20.2"
"06","1014.3","1016.9","1016.1","2017/02/06 09:26:00","1011.7","2017/02/06 03:09:00","17.5","19.9","2017/02/06 12:05:00","16.2","2017/02/06 20:37:00","11.0","66","58","2017/02/06 21:22:00","12.2","40","24.4","40","2017/02/06 23:09:00","0.0","0.0","0.0","--","0.0","--","8.4","76.0","17.23","9.8","5.8","6","2017/02/06 13:00:00","2.5","16.8","17.8","17.8","18.4","18.8","19.2","20.2"
"07","1014.8","1017.4","1016.9","2017/02/07 09:24:00","1013.3","2017/02/07 23:56:00","17.5","20.4","2017/02/07 13:09:00","16.0","2017/02/07 03:28:00","10.9","65","57","2017/02/07 08:30:00","9.0","40","22.0","40","2017/02/07 00:34:00","0.0","0.0","0.0","--","0.0","--","6.0","54.2","14.99","15.0","3.9","5","2017/02/07 14:00:00","2.8","16.9","17.5","17.4","17.9","18.6","19.3","20.2"
"08","1014.0","1016.6","1017.3","2017/02/08 23:58:00","1012.4","2017/02/08 02:29:00","16.3","18.7","2017/02/08 11:17:00","13.5","2017/02/08 23:55:00","13.1","82","75","2017/02/08 00:03:00","5.4","30","15.1","10","2017/02/08 23:47:00","0.4","0.9","0.1","2017/02/08 19:15:00","0.2","2017/02/08 19:13:00","0.0","0.0","3.37","10.0","-0.8","2","2017/02/08 12:00:00","8.7","17.0","17.8","17.6","17.8","18.5","19.0","20.2"
"09","1018.9","1021.5","1020.9","2017/02/09 23:05:00","1016.8","2017/02/09 02:38:00","10.9","13.6","2017/02/09 00:01:00","9.0","2017/02/09 20:23:00","6.0","72","57","2017/02/09 23:27:00","7.4","30","15.0","20","2017/02/09 03:58:00","1.8","3.7","0.5","2017/02/09 00:21:00","1.2","2017/02/09 00:01:00","0.2","1.8","3.24","11.0","3.1","1","2017/02/09 13:00:00","8.0","12.9","14.4","15.3","16.5","17.9","19.0","20.2"
