"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"14","1011.0","1013.5","1012.8","2016/05/14 09:50:00","1009.7","2016/05/14 16:11:00","27.9","31.2","2016/05/14 11:58:00","25.1","2016/05/14 23:48:00","23.9","79","67","2016/05/14 09:50:00","3.6","30","12.1","60","2016/05/14 03:14:00","0.0","0.0","0.0","--","0.0","--","5.7","42.9","19.89","14.7","5.5","7","2016/05/14 14:00:00","5.7","27.8","27.7","27.4","26.9","26.3","25.4","24.6"
"15","1008.7","1011.2","1010.8","2016/05/15 08:58:00","1006.7","2016/05/15 16:36:00","26.8","28.7","2016/05/15 11:48:00","25.3","2016/05/15 01:21:00","24.4","86","81","2016/05/15 15:42:00","2.6","200","7.9","280","2016/05/15 13:10:00","0.0","0.0","0.0","--","0.0","--","6.8","51.1","21.88","8.8","-4.7","8","2016/05/15 12:00:00","5.5","27.4","27.9","27.6","27.3","26.6","25.5","24.6"
"16","1009.8","1012.3","1011.7","2016/05/16 20:58:00","1006.7","2016/05/16 03:55:00","21.4","26.8","2016/05/16 02:29:00","18.5","2016/05/16 23:37:00","18.6","84","69","2016/05/16 23:13:00","7.4","50","22.4","30","2016/05/16 06:38:00","9.0","6.8","2.0","2016/05/16 12:55:00","4.0","2016/05/16 12:50:00","0.0","0.0","2.92","12.8","-1.1","1","2016/05/16 15:00:00","9.2","23.8","25.0","25.3","25.9","26.5","25.7","24.7"
"17","1011.0","1013.5","1012.6","2016/05/17 09:34:00","1009.9","2016/05/17 02:35:00","20.7","23.1","2016/05/17 11:53:00","18.2","2016/05/17 03:20:00","15.5","73","69","2016/05/17 02:20:00","6.0","50","15.5","30","2016/05/17 00:23:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","9.52","18.2","2.4","4","2016/05/17 12:00:00","9.5","21.9","22.7","22.8","23.5","24.5","25.4","24.8"
"18","1010.3","1012.8","1011.9","2016/05/18 09:28:00","1009.1","2016/05/18 02:46:00","23.1","26.1","2016/05/18 13:18:00","20.3","2016/05/18 01:37:00","20.4","85","78","2016/05/18 13:58:00","3.8","50","10.3","20","2016/05/18 15:52:00","0.0","0.0","0.0","--","0.0","--","0.1","0.7","8.30","15.0","2.0","4","2016/05/18 14:00:00","8.7","23.5","23.6","23.4","23.5","24.0","24.6","24.7"
"19","1008.2","1010.7","1009.8","2016/05/19 09:09:00","1006.8","2016/05/19 15:42:00","24.2","27.8","2016/05/19 11:15:00","21.5","2016/05/19 03:35:00","21.0","83","73","2016/05/19 11:15:00","3.9","30","10.9","40","2016/05/19 14:24:00","0.0","0.0","0.0","--","0.0","--","4.7","35.1","19.86","14.3","3.1","6","2016/05/19 13:00:00","5.8","23.8","24.7","24.5","24.4","24.3","24.5","24.6"
"20","1006.8","1009.3","1007.9","2016/05/20 09:24:00","1005.4","2016/05/20 03:17:00","24.5","28.0","2016/05/20 11:49:00","21.7","2016/05/20 00:34:00","21.3","83","74","2016/05/20 11:46:00","3.1","30","8.2","10","2016/05/20 12:33:00","0.0","0.0","0.0","--","0.0","--","2.8","20.9","18.41","17.0","-4.0","9","2016/05/20 12:00:00","7.8","24.5","25.4","25.3","24.9","24.8","24.6","24.6"
"21","1007.0","1009.5","1008.1","2016/05/21 20:58:00","1006.0","2016/05/21 02:09:00","24.8","27.2","2016/05/21 11:48:00","23.4","2016/05/21 03:30:00","23.0","90","82","2016/05/21 10:04:00","1.7","60","7.4","350","2016/05/21 15:40:00","1.1","7.4","0.5","2016/05/21 14:31:00","0.5","2016/05/21 13:41:00","0.0","0.0","6.04","7.0","-0.4","4","2016/05/21 12:00:00","10.0","25.0","25.2","25.2","25.2","25.1","24.7","24.3"
"22","1006.4","1008.9","1007.6","2016/05/22 09:31:00","1005.0","2016/05/22 17:03:00","25.3","26.6","2016/05/22 09:08:00","24.1","2016/05/22 02:45:00","23.8","92","87","2016/05/22 08:39:00","2.1","70","7.5","30","2016/05/22 13:51:00","12.6","10.8","1.5","2016/05/22 19:20:00","3.5","2016/05/22 19:16:00","0.0","0.0","5.04","7.0","-2.6","1","2016/05/22 13:00:00","10.0","25.1","25.3","25.1","25.3","25.1","24.8","24.5"
"23","1006.0","1008.5","1007.0","2016/05/23 00:01:00","1004.2","2016/05/23 16:24:00","26.2","29.8","2016/05/23 11:34:00","24.4","2016/05/23 02:39:00","24.5","90","81","2016/05/23 13:24:00","3.0","30","8.8","30","2016/05/23 14:17:00","7.5","4.5","1.5","2016/05/23 00:55:00","2.5","2016/05/23 00:25:00","2.8","20.8","19.65","10.8","-4.1","9","2016/05/23 12:00:00","8.7","26.4","26.7","26.4","26.0","25.5","25.0","24.5"
"24","1005.0","1007.5","1006.3","2016/05/24 21:36:00","1003.5","2016/05/24 15:50:00","25.7","28.6","2016/05/24 11:32:00","23.9","2016/05/24 23:49:00","24.0","90","84","2016/05/24 16:38:00","3.7","40","10.5","40","2016/05/24 15:54:00","7.4","6.7","2.0","2016/05/24 08:51:00","3.0","2016/05/24 00:52:00","1.2","8.9","15.85","9.0","-4.5","9","2016/05/24 12:00:00","8.3","26.2","26.7","26.6","26.3","25.9","25.2","24.6"
"25","1006.5","1009.0","1008.4","2016/05/25 22:13:00","1004.7","2016/05/25 02:51:00","25.9","29.4","2016/05/25 12:28:00","23.6","2016/05/25 02:34:00","23.3","86","76","2016/05/25 15:02:00","2.9","30","7.5","20","2016/05/25 11:10:00","0.0","0.0","0.0","--","0.0","--","5.5","40.9","18.87","10.0","4.3","10","2016/05/25 13:00:00","5.7","26.4","26.7","26.6","26.4","26.0","25.5","24.7"
"26","1007.4","1009.8","1008.5","2016/05/26 21:53:00","1006.4","2016/05/26 15:39:00","27.7","30.9","2016/05/26 16:14:00","24.2","2016/05/26 04:55:00","24.4","82","61","2016/05/26 17:04:00","1.1","340","6.2","300","2016/05/26 12:27:00","0.0","0.0","0.0","--","0.0","--","8.8","65.3","24.90","6.7","5.5","10","2016/05/26 13:00:00","5.0","27.8","27.9","27.6","27.1","26.6","25.6","24.8"
"27","1007.9","1010.4","1009.2","2016/05/27 22:34:00","1006.3","2016/05/27 15:53:00","29.1","32.0","2016/05/27 13:55:00","25.4","2016/05/27 05:09:00","25.6","82","71","2016/05/27 12:03:00","2.1","210","8.3","220","2016/05/27 23:59:59","0.0","0.0","0.0","--","0.0","--","8.9","66.0","26.62","9.2","5.3","11","2016/05/27 12:00:00","4.0","29.2","29.1","28.9","28.2","27.2","26.0","25.0"
"28","1006.2","1008.6","1008.4","2016/05/28 00:01:00","1004.0","2016/05/28 15:31:00","29.1","31.8","2016/05/28 11:45:00","26.0","2016/05/28 05:12:00","25.7","82","72","2016/05/28 07:52:00","6.3","230","16.2","240","2016/05/28 13:55:00","0.0","0.0","0.0","--","0.0","--","12.3","91.1","29.09","21.0","8.4","12","2016/05/28 12:00:00","4.5","29.4","29.4","29.2","28.6","27.5","26.5","25.0"
"29","1004.4","1006.8","1006.1","2016/05/29 22:03:00","1002.8","2016/05/29 15:11:00","29.5","31.1","2016/05/29 11:45:00","28.5","2016/05/29 05:11:00","25.8","80","76","2016/05/29 11:44:00","9.8","230","19.2","240","2016/05/29 11:49:00","0.0","0.0","0.0","--","0.0","--","12.0","88.8","26.30","16.3","7.3","12","2016/05/29 12:00:00","5.3","29.1","29.1","28.8","28.6","28.1","26.7","25.2"
"30","1006.1","1008.6","1008.1","2016/05/30 22:25:00","1004.5","2016/05/30 03:49:00","29.1","31.3","2016/05/30 12:07:00","27.7","2016/05/30 20:53:00","26.7","87","82","2016/05/30 11:52:00","6.2","240","14.9","220","2016/05/30 02:12:00","0.0","0.0","0.0","--","0.0","--","9.2","68.0","27.61","13.0","6.9","12","2016/05/30 12:00:00","6.0","29.6","29.8","29.8","29.7","29.0","27.0","25.5"
"31","1005.8","1008.2","1007.7","2016/05/31 08:00:00","1004.0","2016/05/31 17:44:00","29.6","31.5","2016/05/31 13:39:00","28.0","2016/05/31 00:01:00","26.4","83","77","2016/05/31 13:52:00","7.6","240","16.5","240","2016/05/31 11:08:00","0.0","0.0","0.0","--","0.0","--","11.2","82.8","27.28","16.0","7.9","11","2016/05/31 12:00:00","2.7","29.5","29.9","30.0","29.3","28.5","27.2","25.5"
