"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"10","1002.5","1004.9","1004.2","2017/08/10 09:59:00","1000.7","2017/08/10 02:33:00","30.7","33.6","2017/08/10 11:54:00","28.8","2017/08/10 01:53:00","25.3","73","60","2017/08/10 11:11:00","9.9","220","23.1","220","2017/08/10 09:41:00","0.0","0.0","0.0","--","0.0","--","11.5","88.0","27.50","17.0","9.4","13","2017/08/10 12:00:00","2.7","31.2","31.6","31.4","31.4","31.6","30.8","30.3"
"11","1004.7","1007.1","1006.2","2017/08/11 21:42:00","1003.3","2017/08/11 16:56:00","30.1","32.7","2017/08/11 13:12:00","28.7","2017/08/11 02:51:00","25.9","78","72","2017/08/11 05:58:00","7.4","220","16.3","220","2017/08/11 03:02:00","0.0","0.0","0.0","--","0.0","--","6.2","47.5","20.70","14.0","5.8","9","2017/08/11 14:00:00","7.8","31.1","31.6","31.4","31.3","31.5","30.9","30.3"
"12","1006.1","1008.5","1007.1","2017/08/12 08:22:00","1005.0","2017/08/12 15:37:00","30.2","32.9","2017/08/12 11:34:00","28.2","2017/08/12 04:42:00","26.2","80","70","2017/08/12 11:23:00","5.5","220","13.3","250","2017/08/12 14:54:00","0.0","0.0","0.0","--","0.0","--","9.6","73.7","27.24","15.0","7.6","13","2017/08/12 13:00:00","2.7","32.0","32.2","31.9","31.6","31.7","30.8","30.3"
"13","1006.0","1008.4","1006.8","2017/08/13 00:01:00","1005.1","2017/08/13 14:44:00","29.9","32.6","2017/08/13 12:03:00","28.1","2017/08/13 05:17:00","26.2","80","70","2017/08/13 11:51:00","5.9","210","14.3","250","2017/08/13 13:05:00","0.0","0.0","0.0","--","0.0","--","8.9","68.4","25.91","15.5","7.6","12","2017/08/13 12:00:00","5.2","32.0","32.4","32.2","31.9","32.0","31.0","30.5"
"14","1005.5","1007.9","1006.8","2017/08/14 09:00:00","1004.2","2017/08/14 16:11:00","30.0","32.2","2017/08/14 13:35:00","28.2","2017/08/14 01:28:00","25.0","75","69","2017/08/14 07:38:00","6.9","220","16.1","240","2017/08/14 11:32:00","0.0","0.0","0.0","--","0.0","--","11.7","90.1","27.52","18.7","8.2","12","2017/08/14 12:00:00","1.8","31.8","32.1","32.0","31.9","31.9","31.0","30.5"
"15","1005.2","1007.6","1006.7","2017/08/15 09:54:00","1003.8","2017/08/15 16:55:00","29.7","32.5","2017/08/15 10:37:00","26.2","2017/08/15 05:20:00","25.0","76","68","2017/08/15 17:10:00","5.2","210","15.1","230","2017/08/15 12:45:00","0.0","0.0","0.0","--","0.0","--","11.6","89.5","27.25","19.3","13.2","12","2017/08/15 12:00:00","0.7","31.9","32.2","32.1","31.8","31.8","31.0","30.5"
"16","1005.6","1008.1","1007.3","2017/08/16 23:05:00","1004.0","2017/08/16 16:02:00","29.6","32.2","2017/08/16 12:43:00","26.5","2017/08/16 05:28:00","25.3","77","70","2017/08/16 12:25:00","3.9","230","10.9","190","2017/08/16 13:16:00","0.0","0.0","0.0","--","0.0","--","11.0","85.0","27.02","19.3","6.9","12","2017/08/16 12:00:00","1.8","32.2","32.4","32.3","32.0","32.1","31.0","30.5"
"17","1007.0","1009.5","1008.8","2017/08/17 23:18:00","1005.7","2017/08/17 02:37:00","29.8","33.2","2017/08/17 12:48:00","27.2","2017/08/17 05:28:00","25.4","78","66","2017/08/17 12:37:00","2.3","280","7.6","270","2017/08/17 13:36:00","0.0","0.0","0.0","--","0.0","--","7.7","59.6","24.58","16.0","6.1","11","2017/08/17 12:00:00","3.3","32.7","32.7","32.5","32.3","32.4","31.2","30.6"
"18","1008.3","1010.7","1009.2","2017/08/18 09:07:00","1007.4","2017/08/18 15:40:00","29.9","33.9","2017/08/18 12:10:00","26.7","2017/08/18 05:11:00","25.7","79","64","2017/08/18 12:10:00","1.8","340","7.0","320","2017/08/18 12:52:00","0.0","0.0","0.0","--","0.0","--","10.5","81.4","24.92","15.7","6.9","12","2017/08/18 12:00:00","4.5","32.6","32.8","32.7","32.5","32.5","31.3","30.7"
"19","1007.4","1009.9","1009.0","2017/08/19 08:34:00","1005.6","2017/08/19 18:31:00","29.7","33.2","2017/08/19 13:48:00","26.2","2017/08/19 05:40:00","24.9","76","60","2017/08/19 15:57:00","1.9","290","6.8","300","2017/08/19 12:28:00","0.0","0.0","0.0","--","0.0","--","10.2","79.2","25.86","12.5","7.0","12","2017/08/19 13:00:00","1.3","32.8","32.9","32.8","32.7","32.7","31.4","30.7"
"20","1004.4","1006.8","1006.5","2017/08/20 07:10:00","1001.8","2017/08/20 16:15:00","29.9","33.4","2017/08/20 13:15:00","26.6","2017/08/20 05:26:00","24.8","75","60","2017/08/20 12:41:00","2.4","270","7.5","260","2017/08/20 10:03:00","0.0","0.0","0.0","--","0.0","--","11.4","88.7","26.51","17.0","9.3","13","2017/08/20 13:00:00","2.3","32.7","32.9","32.8","32.8","32.8","31.6","30.8"
"21","999.7","1002.1","1003.0","2017/08/21 00:34:00","996.9","2017/08/21 23:59:59","29.9","33.7","2017/08/21 11:41:00","25.9","2017/08/21 04:40:00","25.3","77","65","2017/08/21 08:20:00","6.8","50","19.1","50","2017/08/21 16:57:00","0.0","0.0","0.0","--","0.0","--","10.4","81.1","25.22","18.8","9.5","13","2017/08/21 13:00:00","4.0","32.0","32.6","32.6","32.6","32.8","31.7","30.8"
"22","997.1","999.5","1001.5","2017/08/22 23:39:00","992.9","2017/08/22 06:14:00","30.3","35.5","2017/08/22 10:53:00","28.3","2017/08/22 23:49:00","25.1","74","52","2017/08/22 10:47:00","5.1","60","24.5","60","2017/08/22 06:10:00","T","0.2","T","2017/08/22 20:56:00","T","2017/08/22 20:56:00","2.0","15.6","13.72","12.3","-3.5","8","2017/08/22 11:00:00","8.0","31.6","32.1","32.1","31.9","32.5","31.6","30.9"
"23","1004.9","1007.4","1008.4","2017/08/23 22:06:00","1001.4","2017/08/23 01:31:00","29.0","31.9","2017/08/23 13:35:00","27.4","2017/08/23 18:22:00","25.7","83","69","2017/08/23 13:35:00","1.5","40","5.9","250","2017/08/23 03:06:00","0.0","0.0","0.0","--","0.0","--","0.1","0.8","7.67","11.0","2.7","6","2017/08/23 14:00:00","8.2","31.4","32.0","31.5","31.9","32.2","31.5","30.9"
"24","1007.6","1010.0","1008.7","2017/08/24 08:26:00","1006.3","2017/08/24 16:05:00","29.5","33.0","2017/08/24 10:51:00","26.6","2017/08/24 05:13:00","25.9","81","67","2017/08/24 10:51:00","2.5","190","6.8","290","2017/08/24 11:11:00","0.0","0.0","0.0","--","0.0","--","6.9","54.1","20.80","12.0","-5.5","11","2017/08/24 12:00:00","5.8","31.4","31.9","31.8","31.8","32.0","31.4","30.9"
"25","1005.8","1008.2","1007.8","2017/08/25 00:01:00","1004.2","2017/08/25 16:47:00","29.2","32.7","2017/08/25 13:05:00","26.2","2017/08/25 05:18:00","26.0","83","73","2017/08/25 15:37:00","2.1","290","6.9","290","2017/08/25 14:44:00","14.1","1.1","4.5","2017/08/25 03:42:00","13.5","2017/08/25 03:11:00","5.8","45.5","18.27","11.7","5.5","10","2017/08/25 14:00:00","4.7","30.9","31.3","31.2","31.7","32.0","31.4","30.9"
"26","1005.1","1007.5","1006.6","2017/08/26 23:03:00","1003.8","2017/08/26 14:32:00","30.0","33.3","2017/08/26 10:18:00","27.0","2017/08/26 05:38:00","26.1","80","67","2017/08/26 09:52:00","2.1","300","9.4","300","2017/08/26 11:42:00","0.0","0.0","0.0","--","0.0","--","9.3","73.2","24.33","11.2","5.3","11","2017/08/26 12:00:00","4.0","31.3","31.7","31.4","31.8","31.9","31.3","30.9"
"27","1008.6","1011.1","1011.1","2017/08/27 23:06:00","1005.8","2017/08/27 01:16:00","29.4","34.2","2017/08/27 11:29:00","26.5","2017/08/27 21:08:00","25.5","80","62","2017/08/27 11:11:00","3.0","250","9.1","250","2017/08/27 13:50:00","0.1","0.4","0.1","2017/08/27 20:04:00","0.1","2017/08/27 20:04:00","6.9","54.4","22.46","13.7","-6.1","12","2017/08/27 13:00:00","5.2","31.4","32.0","31.7","32.0","32.2","31.4","30.9"
"28","1008.1","1010.5","1010.8","2017/08/28 00:01:00","1005.7","2017/08/28 17:08:00","29.7","33.1","2017/08/28 11:26:00","26.3","2017/08/28 05:26:00","24.3","73","62","2017/08/28 09:37:00","4.0","40","13.3","30","2017/08/28 16:41:00","0.0","0.0","0.0","--","0.0","--","11.6","91.6","26.33","16.0","7.8","12","2017/08/28 12:00:00","0.8","30.5","31.6","31.6","31.8","32.0","31.4","30.9"
"29","1006.0","1008.4","1007.4","2017/08/29 06:12:00","1003.8","2017/08/29 15:02:00","30.0","34.2","2017/08/29 10:02:00","25.8","2017/08/29 03:31:00","24.6","73","60","2017/08/29 09:57:00","6.2","60","18.8","40","2017/08/29 13:42:00","0.0","0.0","0.0","--","0.0","--","12.2","96.5","26.38","25.3","8.9","12","2017/08/29 12:00:00","1.0","30.4","31.4","31.4","31.7","32.1","31.4","31.0"
"30","1004.4","1006.8","1006.0","2017/08/30 00:04:00","1002.7","2017/08/30 14:33:00","30.3","33.7","2017/08/30 12:51:00","26.6","2017/08/30 04:40:00","24.3","70","60","2017/08/30 15:41:00","6.9","60","18.8","50","2017/08/30 12:01:00","0.0","0.0","0.0","--","0.0","--","10.3","81.6","23.39","25.0","8.0","10","2017/08/30 12:00:00","3.5","30.4","31.2","31.3","31.6","31.8","31.3","31.0"
"31","1003.3","1005.7","1004.3","2017/08/31 08:12:00","1001.7","2017/08/31 15:40:00","29.4","33.3","2017/08/31 10:29:00","27.6","2017/08/31 23:06:00","24.2","74","59","2017/08/31 09:09:00","8.4","50","21.6","50","2017/08/31 14:03:00","0.0","0.0","0.0","--","0.0","--","4.4","34.9","16.99","18.0","7.1","10","2017/08/31 13:00:00","8.3","29.7","30.7","30.9","31.4","31.7","31.2","31.0"
