Precp
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.5
6.5
0.0
0.0
25.5
0.0
2.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
8.0
13.0
11.5
0.5
2.0
0.0
0.0
0.0
0.0
1.0
7.5
1.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5
0.0
12.5
55.0
30.0
2.5
0.0
0.0
0.5
0.0
0.0
0.0
0.0
0.5
0.0
4.0
60.0
0.0
0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
57.0
1.5
0.0
0.0
4.0
4.0
5.5
3.5
16.0
3.0
6.5
18.5
3.5
2.5
3.5
12.0
9.0
10.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
1.0
0.0
0.0
0.0
0.5
1.0
2.0
0.0
0.0
1.5
3.5
0.0
0.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
23.0
0.5
7.5
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.0
3.5
0.5
1.5
1.5
0.0
0.0
0.0
2.0
0.0
13.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5
0.0
0.0
0.0
63.0
2.5
0.5
1.5
4.5
0.0
0.0
0.0
0.0
0.0
0.0
2.0
27.5
39.5
0.0
0.0
0.0
0.0
16.5
22.0
1.0
48.0
2.0
2.0
0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.5
4.0
2.5
0.5
0.0
22.0
14.0
0.0
0.0
0.0
2.5
17.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.5
0.0
0.0
2.5
0.0
47.0
3.0
2.5
45.5
0.0
0.0
0.0
0.0
7.5
3.5
0.0
0.0
0.0
0.0
35.0
13.5
23.5
15.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5
5.5
5.5
6.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.5
12.5
2.0
3.0
1.0
4.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
