"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"15","1018.6","1021.2","1020.2","2017/01/15 08:14:00","1017.2","2017/01/15 14:53:00","14.8","16.9","2017/01/15 11:22:00","14.1","2017/01/15 00:01:00","10.5","75","67","2017/01/15 10:07:00","8.4","50","17.4","40","2017/01/15 12:11:00","0.0","0.0","0.0","--","0.0","--","0.2","1.9","5.03","18.7","2.7","4","2017/01/15 12:00:00","9.7","14.9","16.3","16.4","17.4","18.5","19.8","21.7"
"16","1018.7","1021.3","1020.3","2017/01/16 09:19:00","1016.6","2017/01/16 15:31:00","15.8","18.0","2017/01/16 11:27:00","14.1","2017/01/16 05:43:00","10.7","72","65","2017/01/16 12:28:00","9.0","40","18.3","40","2017/01/16 12:09:00","0.0","0.0","0.0","--","0.0","--","2.1","19.6","9.97","17.3","4.7","3","2017/01/16 13:00:00","7.8","15.4","16.5","16.4","17.2","18.3","19.3","21.7"
"17","1018.5","1021.0","1020.6","2017/01/17 09:03:00","1016.2","2017/01/17 14:42:00","18.5","21.6","2017/01/17 12:31:00","16.2","2017/01/17 01:58:00","14.4","77","68","2017/01/17 12:31:00","5.9","30","16.6","30","2017/01/17 09:20:00","0.0","0.0","0.0","--","0.0","--","5.8","54.1","13.66","11.3","-2.1","5","2017/01/17 13:00:00","5.3","17.3","17.7","17.5","17.7","18.5","19.2","21.5"
"18","1019.3","1021.9","1021.5","2017/01/18 09:00:00","1017.8","2017/01/18 13:00:00","18.7","21.7","2017/01/18 13:12:00","17.4","2017/01/18 00:59:00","16.9","89","82","2017/01/18 12:32:00","4.3","20","10.5","350","2017/01/18 15:34:00","0.2","0.1","0.2","2017/01/18 06:01:00","0.2","2017/01/18 06:01:00","1.0","9.3","6.88","9.3","-0.7","5","2017/01/18 13:00:00","9.7","18.7","18.9","18.6","18.7","19.2","19.3","21.2"
"19","1018.5","1021.1","1020.9","2017/01/19 09:05:00","1016.2","2017/01/19 14:51:00","17.8","18.9","2017/01/19 13:52:00","16.3","2017/01/19 23:59:00","16.0","89","83","2017/01/19 13:48:00","4.4","30","11.9","50","2017/01/19 23:59:00","2.8","1.2","1.5","2017/01/19 08:05:00","2.8","2017/01/19 08:01:00","0.0","0.0","3.69","9.0","-0.9","2","2017/01/19 13:00:00","10.0","18.2","18.9","18.7","18.9","19.5","19.7","21.1"
"20","1022.4","1025.0","1024.3","2017/01/20 20:43:00","1019.0","2017/01/20 00:06:00","13.4","16.3","2017/01/20 00:01:00","12.0","2017/01/20 14:30:00","9.1","76","61","2017/01/20 22:28:00","9.9","40","19.4","50","2017/01/20 18:20:00","0.6","0.6","0.4","2017/01/20 02:10:00","0.4","2017/01/20 02:10:00","0.0","0.0","0.47","8.3","2.8","1","2017/01/20 14:00:00","10.0","14.7","16.7","16.8","17.8","18.9","19.8","21.2"
"21","1023.6","1026.2","1025.4","2017/01/21 09:13:00","1022.0","2017/01/21 14:17:00","13.9","15.5","2017/01/21 10:15:00","12.4","2017/01/21 01:11:00","9.0","72","63","2017/01/21 00:55:00","7.3","40","17.7","60","2017/01/21 00:20:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","4.22","10.0","2.8","2","2017/01/21 13:00:00","8.8","14.1","15.5","15.4","16.4","17.8","19.3","21.2"
"22","1024.8","1027.4","1027.2","2017/01/22 09:42:00","1023.0","2017/01/22 14:58:00","14.6","17.1","2017/01/22 11:35:00","13.0","2017/01/22 19:04:00","6.9","60","52","2017/01/22 10:36:00","9.5","40","21.1","30","2017/01/22 15:39:00","0.0","0.0","0.0","--","0.0","--","9.6","89.0","15.40","11.3","5.3","5","2017/01/22 13:00:00","2.7","14.1","15.5","15.5","16.3","17.6","18.9","21.0"
"23","1024.3","1026.9","1025.6","2017/01/23 08:53:00","1023.0","2017/01/23 14:17:00","14.9","17.8","2017/01/23 12:43:00","13.6","2017/01/23 00:01:00","7.5","61","53","2017/01/23 10:48:00","10.0","50","20.3","40","2017/01/23 13:24:00","0.0","0.0","0.0","--","0.0","--","2.8","25.9","11.15","10.3","5.4","4","2017/01/23 12:00:00","6.7","14.0","15.1","15.2","16.1","17.2","18.6","20.8"
"24","1024.5","1027.1","1026.2","2017/01/24 21:57:00","1023.1","2017/01/24 03:56:00","15.2","17.8","2017/01/24 12:18:00","14.3","2017/01/24 00:03:00","9.4","68","62","2017/01/24 00:57:00","9.7","40","19.1","40","2017/01/24 12:40:00","0.0","0.0","0.0","--","0.0","--","1.2","11.1","9.13","15.3","3.8","4","2017/01/24 13:00:00","7.5","14.3","15.5","15.5","16.2","17.2","18.4","20.6"
"25","1023.9","1026.5","1025.6","2017/01/25 00:05:00","1022.4","2017/01/25 14:27:00","15.6","17.4","2017/01/25 10:21:00","14.3","2017/01/25 03:20:00","10.5","72","66","2017/01/25 09:58:00","8.7","40","18.7","40","2017/01/25 00:40:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","4.01","12.0","2.9","2","2017/01/25 13:00:00","9.3","14.7","15.7","15.7","16.3","17.3","18.3","20.4"
"26","1021.6","1024.2","1024.4","2017/01/26 00:01:00","1018.2","2017/01/26 14:57:00","16.7","19.7","2017/01/26 14:18:00","14.9","2017/01/26 03:16:00","9.8","64","53","2017/01/26 14:14:00","8.4","40","19.5","40","2017/01/26 10:40:00","0.0","0.0","0.0","--","0.0","--","9.4","86.6","16.16","14.7","4.7","4","2017/01/26 13:00:00","3.5","15.4","16.2","16.1","16.7","17.4","18.2","20.2"
"27","1020.3","1022.9","1022.1","2017/01/27 09:10:00","1018.7","2017/01/27 23:53:00","17.1","20.5","2017/01/27 12:29:00","13.0","2017/01/27 04:58:00","13.2","78","69","2017/01/27 00:21:00","6.2","40","15.6","40","2017/01/27 17:49:00","0.0","0.0","0.0","--","0.0","--","6.8","62.5","14.07","14.7","2.8","4","2017/01/27 12:00:00","2.8","16.2","16.8","16.7","17.1","17.6","18.3","20.1"
"28","1016.4","1019.0","1018.8","2017/01/28 08:22:00","1014.2","2017/01/28 15:14:00","18.0","20.3","2017/01/28 11:35:00","16.9","2017/01/28 04:05:00","15.9","88","81","2017/01/28 11:23:00","5.4","30","13.8","30","2017/01/28 04:48:00","0.0","0.0","0.0","--","0.0","--","0.3","2.8","7.80","15.3","1.4","4","2017/01/28 12:00:00","9.7","17.5","17.9","17.6","17.7","18.2","18.4","20.0"
"29","1015.1","1017.7","1017.1","2017/01/29 09:49:00","1013.2","2017/01/29 15:50:00","19.0","23.4","2017/01/29 16:27:00","17.5","2017/01/29 00:03:00","16.8","87","69","2017/01/29 16:36:00","1.6","290","5.7","330","2017/01/29 16:42:00","0.0","0.0","0.0","--","0.0","--","5.0","45.8","12.73","8.7","3.3","5","2017/01/29 12:00:00","8.3","18.8","19.0","18.7","18.6","18.9","18.6","20.1"
"30","1017.9","1020.5","1020.9","2017/01/30 20:30:00","1014.5","2017/01/30 04:17:00","16.4","19.7","2017/01/30 07:14:00","13.6","2017/01/30 20:53:00","13.5","83","78","2017/01/30 22:23:00","9.9","40","24.4","30","2017/01/30 14:04:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","3.78","11.7","2.8","1","2017/01/30 10:00:00","10.0","16.7","18.0","18.0","18.7","19.2","19.0","20.1"
"31","1018.0","1020.6","1019.9","2017/01/31 09:06:00","1016.0","2017/01/31 13:40:00","16.5","19.3","2017/01/31 13:35:00","13.8","2017/01/31 00:09:00","12.6","78","69","2017/01/31 15:07:00","11.1","40","22.4","50","2017/01/31 00:31:00","0.0","0.0","0.0","--","0.0","--","4.3","39.3","13.96","17.3","4.4","5","2017/01/31 13:00:00","8.8","16.3","17.4","17.3","17.7","18.3","19.0","20.1"
