"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1010.0","1012.5","1012.0","2018/05/01 08:21:00","1008.6","2018/05/01 16:40:00","26.3","29.7","2018/05/01 10:49:00","24.0","2018/05/01 04:24:00","23.1","83","74","2018/05/01 09:42:00","2.5","230","8.5","250","2018/05/01 13:29:00","0.0","0.0","0.0","--","0.0","--","4.2","32.2","19.15","9.7","4.2","10","2018/05/01 13:00:00","7.0","26.7","26.5","26.0","26.0","25.8","24.5","23.6"
"02","1009.3","1011.8","1010.9","2018/05/02 22:00:00","1007.9","2018/05/02 14:22:00","26.8","29.0","2018/05/02 13:39:00","24.3","2018/05/02 00:57:00","23.8","84","79","2018/05/02 09:16:00","5.3","250","15.5","260","2018/05/02 11:13:00","0.0","0.0","0.0","--","0.0","--","9.4","72.0","23.26","14.3","7.2","11","2018/05/02 12:00:00","4.3","27.1","26.9","26.4","26.5","26.2","25.0","23.9"
"03","1013.9","1016.4","1015.7","2018/05/03 10:25:00","1010.7","2018/05/03 00:01:00","22.2","25.5","2018/05/03 00:01:00","20.6","2018/05/03 19:01:00","17.3","74","62","2018/05/03 21:05:00","7.0","60","18.3","40","2018/05/03 11:56:00","0.0","0.0","0.0","--","0.0","--","0.3","2.3","7.37","8.3","5.3","4","2018/05/03 10:00:00","9.3","23.0","24.7","24.8","25.5","25.9","25.2","24.1"
"04","1013.5","1016.0","1014.5","2018/05/04 00:01:00","1012.3","2018/05/04 16:13:00","24.3","29.3","2018/05/04 12:29:00","21.2","2018/05/04 00:01:00","16.6","62","52","2018/05/04 12:24:00","4.3","60","12.6","50","2018/05/04 02:58:00","0.0","0.0","0.0","--","0.0","--","1.2","9.2","13.58","16.7","5.3","8","2018/05/04 12:00:00","8.3","23.1","24.2","24.0","24.4","24.9","24.8","24.2"
"05","1013.2","1015.7","1015.1","2018/05/05 08:54:00","1011.7","2018/05/05 16:26:00","25.5","28.6","2018/05/05 12:43:00","22.2","2018/05/05 02:01:00","20.5","74","63","2018/05/05 16:28:00","1.7","180","5.1","320","2018/05/05 12:28:00","0.0","0.0","0.0","--","0.0","--","5.6","42.7","20.45","12.0","4.4","10","2018/05/05 13:00:00","7.0","25.5","25.5","25.2","25.1","25.3","24.6","24.2"
"06","1009.0","1011.5","1012.3","2018/05/06 00:01:00","1006.8","2018/05/06 15:39:00","27.0","29.8","2018/05/06 14:42:00","23.7","2018/05/06 04:59:00","22.8","78","66","2018/05/06 00:11:00","3.9","230","12.5","240","2018/05/06 14:48:00","0.0","0.0","0.0","--","0.0","--","9.0","68.5","22.92","11.0","6.3","10","2018/05/06 13:00:00","5.5","26.8","26.7","26.3","26.3","26.0","25.0","24.3"
"07","1004.9","1007.4","1007.1","2018/05/07 00:01:00","1003.0","2018/05/07 15:37:00","27.8","30.2","2018/05/07 12:21:00","26.4","2018/05/07 01:34:00","24.3","81","74","2018/05/07 15:05:00","7.0","250","15.4","250","2018/05/07 13:31:00","0.0","0.0","0.0","--","0.0","--","4.5","34.2","20.00","11.3","-6.3","11","2018/05/07 13:00:00","6.8","27.3","27.3","26.9","26.9","26.7","25.4","24.4"
"08","1007.0","1009.5","1011.4","2018/05/08 23:55:00","1003.2","2018/05/08 00:55:00","24.5","28.8","2018/05/08 10:45:00","21.9","2018/05/08 02:21:00","21.0","81","74","2018/05/08 12:21:00","5.7","60","21.4","260","2018/05/08 01:41:00","24.2","3.9","4.5","2018/05/08 02:03:00","14.0","2018/05/08 01:37:00","1.9","14.4","13.78","17.2","5.5","9","2018/05/08 11:00:00","9.0","25.1","26.0","25.8","26.2","26.6","25.6","24.6"
"09","1013.2","1015.7","1015.8","2018/05/09 21:54:00","1010.3","2018/05/09 02:31:00","22.6","24.4","2018/05/09 08:31:00","21.1","2018/05/09 23:49:00","16.8","70","65","2018/05/09 15:51:00","6.9","60","15.9","50","2018/05/09 14:10:00","0.0","0.0","0.0","--","0.0","--","2.2","16.7","11.06","20.0","4.9","3","2018/05/09 13:00:00","8.8","22.7","24.1","24.1","25.0","25.7","25.5","24.7"
"10","1013.9","1016.4","1015.8","2018/05/10 07:54:00","1011.9","2018/05/10 16:34:00","22.6","25.5","2018/05/10 11:45:00","20.4","2018/05/10 01:59:00","15.7","65","59","2018/05/10 11:23:00","7.2","60","16.7","50","2018/05/10 12:42:00","0.0","0.0","0.0","--","0.0","--","9.2","69.6","24.80","18.7","7.1","10","2018/05/10 12:00:00","6.2","22.4","23.7","23.7","24.2","25.0","25.0","24.8"
"11","1011.3","1013.8","1013.4","2018/05/11 08:19:00","1009.3","2018/05/11 16:35:00","24.2","28.2","2018/05/11 15:11:00","20.5","2018/05/11 04:01:00","19.4","75","64","2018/05/11 12:22:00","1.8","40","7.3","50","2018/05/11 00:21:00","0.0","0.0","0.0","--","0.0","--","1.4","10.6","13.61","16.0","3.5","6","2018/05/11 13:00:00","9.3","24.4","24.7","24.3","24.6","25.0","24.8","24.7"
"12","1009.0","1011.5","1010.7","2018/05/12 09:22:00","1007.3","2018/05/12 16:34:00","25.1","28.3","2018/05/12 12:40:00","21.6","2018/05/12 04:32:00","21.7","81","72","2018/05/12 15:56:00","2.3","280","7.3","280","2018/05/12 13:27:00","0.0","0.0","0.0","--","0.0","--","11.5","86.8","25.20","15.0","5.6","10","2018/05/12 12:00:00","1.3","25.9","25.9","25.6","25.6","25.7","24.8","24.6"
"13","1008.0","1010.5","1009.5","2018/05/13 09:24:00","1006.7","2018/05/13 16:24:00","26.5","29.2","2018/05/13 12:07:00","23.4","2018/05/13 03:29:00","22.8","81","72","2018/05/13 11:08:00","4.6","240","11.7","240","2018/05/13 07:24:00","0.0","0.0","0.0","--","0.0","--","11.1","83.6","24.96","16.2","6.3","10","2018/05/13 12:00:00","0.7","26.7","26.6","26.2","26.4","26.3","25.1","24.6"
"14","1008.1","1010.6","1010.2","2018/05/14 09:03:00","1006.1","2018/05/14 16:08:00","27.3","31.0","2018/05/14 12:48:00","24.6","2018/05/14 05:37:00","23.3","79","64","2018/05/14 12:40:00","2.9","220","7.7","270","2018/05/14 14:02:00","0.0","0.0","0.0","--","0.0","--","11.0","82.8","25.17","11.7","6.5","10","2018/05/14 12:00:00","2.2","27.6","27.4","27.1","27.1","26.8","25.3","24.7"
"15","1007.4","1009.9","1009.4","2018/05/15 09:47:00","1006.4","2018/05/15 02:54:00","27.3","30.6","2018/05/15 11:18:00","24.2","2018/05/15 04:37:00","24.2","83","75","2018/05/15 12:26:00","3.0","260","8.0","260","2018/05/15 15:02:00","0.0","0.0","0.0","--","0.0","--","7.4","55.6","22.44","12.7","6.0","10","2018/05/15 12:00:00","4.3","28.0","28.2","27.9","27.8","27.4","25.8","24.9"
"16","1006.3","1008.8","1008.0","2018/05/16 09:58:00","1005.3","2018/05/16 16:33:00","27.3","30.0","2018/05/16 13:49:00","24.6","2018/05/16 05:17:00","24.7","86","78","2018/05/16 08:09:00","3.2","250","9.7","260","2018/05/16 11:44:00","0.0","0.0","0.0","--","0.0","--","3.7","27.8","18.03","14.3","4.9","4","2018/05/16 15:00:00","4.8","28.0","28.0","27.6","27.8","27.6","26.2","25.0"
"17","1005.2","1007.7","1006.7","2018/05/17 08:33:00","1003.7","2018/05/17 17:00:00","27.6","30.2","2018/05/17 12:14:00","25.8","2018/05/17 03:13:00","24.8","85","78","2018/05/17 12:12:00","4.3","220","13.5","240","2018/05/17 17:05:00","0.0","0.0","0.0","--","0.0","--","9.7","72.7","24.25","17.3","5.9","12","2018/05/17 12:00:00","2.7","28.4","28.4","28.2","28.1","27.8","26.3","25.1"
