"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"18","1004.7","1007.2","1006.2","2018/05/18 08:37:00","1003.2","2018/05/18 16:00:00","27.7","30.3","2018/05/18 12:54:00","25.3","2018/05/18 03:28:00","24.2","82","72","2018/05/18 12:01:00","4.8","230","13.0","230","2018/05/18 09:06:00","0.0","0.0","0.0","--","0.0","--","12.1","90.6","26.19","20.7","6.5","11","2018/05/18 12:00:00","1.8","28.5","28.5","28.2","28.2","28.0","26.6","25.3"
"19","1005.9","1008.3","1006.9","2018/05/19 09:27:00","1004.7","2018/05/19 02:15:00","27.9","30.9","2018/05/19 09:14:00","24.8","2018/05/19 05:31:00","24.5","82","67","2018/05/19 09:42:00","2.8","270","9.5","270","2018/05/19 11:15:00","0.0","0.0","0.0","--","0.0","--","11.4","85.2","24.61","14.7","6.7","10","2018/05/19 12:00:00","5.2","28.7","28.7","28.3","28.4","28.2","26.8","25.7"
"20","1006.7","1009.1","1009.3","2018/05/20 23:06:00","1004.4","2018/05/20 01:59:00","28.1","31.0","2018/05/20 12:42:00","25.8","2018/05/20 03:02:00","24.8","82","73","2018/05/20 11:05:00","2.7","270","9.0","270","2018/05/20 14:00:00","0.0","0.0","0.0","--","0.0","--","11.1","82.9","24.36","13.5","6.4","11","2018/05/20 12:00:00","3.2","29.2","29.1","28.8","28.8","28.5","27.1","25.8"
"21","1007.7","1010.1","1009.4","2018/05/21 09:57:00","1004.8","2018/05/21 02:19:00","27.8","31.5","2018/05/21 13:06:00","25.5","2018/05/21 02:43:00","23.9","80","70","2018/05/21 10:50:00","2.4","40","7.1","40","2018/05/21 17:37:00","0.0","0.0","0.0","--","0.0","--","7.4","55.2","22.37","12.7","6.3","11","2018/05/21 12:00:00","5.0","28.8","29.2","29.0","28.9","28.7","27.4","26.0"
"22","1007.7","1010.1","1009.7","2018/05/22 07:53:00","1005.7","2018/05/22 16:33:00","28.0","32.0","2018/05/22 11:36:00","24.8","2018/05/22 05:22:00","23.9","79","63","2018/05/22 11:30:00","2.2","240","7.0","290","2018/05/22 12:35:00","0.0","0.0","0.0","--","0.0","--","10.4","77.5","24.49","8.8","6.8","11","2018/05/22 12:00:00","2.7","29.0","29.2","29.0","28.8","28.8","27.5","26.1"
"23","1008.2","1010.7","1009.6","2018/05/23 22:15:00","1006.5","2018/05/23 00:39:00","26.5","31.6","2018/05/23 11:34:00","23.3","2018/05/23 23:29:00","22.3","78","70","2018/05/23 11:18:00","4.4","50","15.4","60","2018/05/23 15:25:00","0.0","0.0","0.0","--","0.0","--","5.1","38.0","17.18","9.2","6.2","8","2018/05/23 12:00:00","6.2","27.5","28.5","28.4","28.9","28.9","27.8","26.3"
"24","1007.8","1010.3","1009.7","2018/05/24 09:14:00","1006.1","2018/05/24 18:09:00","26.3","29.8","2018/05/24 12:37:00","22.3","2018/05/24 03:23:00","21.3","74","66","2018/05/24 11:47:00","2.4","40","8.9","30","2018/05/24 10:40:00","0.0","0.0","0.0","--","0.0","--","10.9","81.1","24.44","10.0","6.1","11","2018/05/24 12:00:00","1.8","27.4","28.2","28.2","28.4","28.5","27.7","26.5"
"25","1005.3","1007.8","1007.7","2018/05/25 07:56:00","1003.5","2018/05/25 16:16:00","27.6","30.7","2018/05/25 14:29:00","24.6","2018/05/25 03:52:00","23.7","80","71","2018/05/25 12:49:00","4.1","250","10.3","270","2018/05/25 14:07:00","0.0","0.0","0.0","--","0.0","--","11.1","82.5","24.87","10.8","7.4","11","2018/05/25 13:00:00","2.7","29.0","29.0","28.8","28.8","29.0","27.8","26.5"
"26","1004.4","1006.8","1005.9","2018/05/26 23:19:00","1003.0","2018/05/26 02:25:00","28.4","31.0","2018/05/26 12:40:00","26.9","2018/05/26 22:57:00","24.4","79","70","2018/05/26 12:14:00","7.6","240","19.0","240","2018/05/26 08:24:00","0.0","0.0","0.0","--","0.0","--","9.7","72.0","21.58","15.5","6.3","12","2018/05/26 13:00:00","6.3","28.8","29.0","29.0","28.9","29.0","28.0","26.7"
"27","1005.7","1008.2","1007.1","2018/05/27 22:08:00","1003.5","2018/05/27 16:22:00","28.8","32.3","2018/05/27 11:47:00","25.2","2018/05/27 04:36:00","24.8","79","66","2018/05/27 08:19:00","4.6","250","13.4","260","2018/05/27 13:30:00","0.0","0.0","0.0","--","0.0","--","12.2","90.5","26.20","14.5","7.4","12","2018/05/27 12:00:00","1.5","29.8","29.7","29.7","29.5","29.6","28.0","26.8"
"28","1006.5","1009.0","1008.1","2018/05/28 22:07:00","1005.3","2018/05/28 04:39:00","29.1","32.3","2018/05/28 12:03:00","26.6","2018/05/28 05:11:00","25.3","80","74","2018/05/28 08:38:00","2.6","220","8.8","260","2018/05/28 12:30:00","0.0","0.0","0.0","--","0.0","--","9.1","67.4","22.19","15.0","6.3","12","2018/05/28 12:00:00","3.8","30.1","30.1","29.8","29.6","29.6","28.3","27.0"
"29","1007.7","1010.1","1009.3","2018/05/29 22:29:00","1005.8","2018/05/29 17:55:00","29.4","32.4","2018/05/29 12:26:00","26.9","2018/05/29 05:20:00","25.4","80","69","2018/05/29 11:17:00","2.0","270","8.2","270","2018/05/29 11:58:00","0.0","0.0","0.0","--","0.0","--","9.4","69.6","23.14","11.8","6.8","11","2018/05/29 12:00:00","3.0","30.6","30.6","30.3","30.1","30.1","28.5","27.0"
"30","1007.7","1010.2","1009.1","2018/05/30 06:38:00","1005.8","2018/05/30 16:15:00","29.4","33.1","2018/05/30 11:02:00","26.9","2018/05/30 01:39:00","25.4","79","67","2018/05/30 11:01:00","3.2","260","7.6","230","2018/05/30 13:53:00","0.0","0.0","0.0","--","0.0","--","10.4","76.9","24.15","14.5","6.8","11","2018/05/30 12:00:00","4.2","30.9","30.9","30.5","30.4","30.3","28.8","27.3"
"31","1007.5","1009.9","1009.6","2018/05/31 22:30:00","1005.6","2018/05/31 17:07:00","28.8","31.9","2018/05/31 12:46:00","25.7","2018/05/31 23:38:00","25.3","82","72","2018/05/31 12:38:00","5.0","250","12.4","240","2018/05/31 11:18:00","0.0","0.0","0.0","--","0.0","--","8.1","59.9","24.16","19.7","-6.8","12","2018/05/31 12:00:00","4.5","30.5","30.9","30.5","30.5","30.5","29.4","27.5"
