"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunshineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount","TxSoil0cm","TxSoil5cm","TxSoil10cm","TxSoil20cm","TxSoil30cm","TxSoil50cm","TxSoil100cm"
"01","1024.7","1027.3","X","--","X","--","16.1","18.0","2020/01/01 11:20:00","14.5","2020/01/01 00:05:00","10.8","71","66","2020/01/01 01:17:00","8.8","50","16.4","60","2020/01/01 02:57:00","0.0","0.0","0.0","--","0.0","--","0.4","3.8","8.48","16.0","/","5","2020/01/01 12:00:00","8.5","16.1","17.1","17.1","17.7","18.8","19.8","21.4"
"02","X","X","X","--","X","--","19.4","22.4","2020/01/02 13:00:00","15.6","2020/01/02 23:45:00","16.0","82","59","2020/01/02 10:52:00","X","X","X","X","--","0.0","0.0","0.0","--","0.0","--","X","X","X","/","2.6","X","2020/01/02 10:00:00","/","18.6","18.5","18.3","18.1","18.2","19.5","21.1"
"03","1018.8","X","X","--","X","--","18.2","22.3","2020/01/03 14:53:00","13.6","2020/01/03 06:15:00","15.8","87","62","2020/01/03 11:30:00","X","X","X","X","--","0.0","0.0","0.0","--","0.0","--","X","X","X","/","2.0","X","2020/01/03 10:00:00","/","19.0","18.5","18.4","18.1","18.2","19.5","20.9"
"04","X","X","X","--","X","--","18.3","22.1","2020/01/04 13:47:00","14.3","2020/01/04 05:32:00","16.2","88","72","2020/01/04 11:08:00","5.3","50","12.5","40","2020/01/04 16:12:00","0.0","0.0","0.0","--","0.0","--","7.5","70.8","12.96","/","/","5","2020/01/04 13:00:00","/","19.2","18.8","18.6","18.4","18.5","19.6","20.8"
"05","X","X","X","--","X","--","19.9","24.6","2020/01/05 10:48:00","16.4","2020/01/05 23:36:00","16.7","82","59","2020/01/05 10:49:00","3.2","60","12.1","50","2020/01/05 00:13:00","0.0","0.0","0.0","--","0.0","--","9.3","87.8","13.77","/","/","6","2020/01/05 13:00:00","/","/","/","/","/","/","/","/"
"06","X","X","X","--","X","--","18.3","20.5","2020/01/06 12:04:00","16.2","2020/01/06 02:09:00","16.8","91","81","2020/01/06 13:37:00","1.9","210","6.0","250","2020/01/06 09:19:00","0.0","0.0","0.0","--","0.0","--","0.3","2.8","6.60","/","1.5","4","2020/01/06 13:00:00","/","19.9","19.7","19.4","19.4","19.8","20.0","20.8"
"07","1013.7","1016.2","X","--","X","--","19.0","24.0","2020/01/07 12:43:00","16.7","2020/01/07 00:16:00","16.3","85","65","2020/01/07 13:40:00","2.5","250","8.9","220","2020/01/07 12:30:00","0.0","0.0","0.0","--","0.0","--","5.1","48.1","12.09","/","2.3","5","2020/01/07 13:00:00","/","20.8","20.0","19.7","19.5","19.8","20.2","21.0"
"08","1017.1","1019.7","1019.8","2020/01/08 09:11:00","1015.0","2020/01/08 00:08:00","17.4","19.5","2020/01/08 10:56:00","15.4","2020/01/08 18:26:00","12.6","74","63","2020/01/08 13:47:00","8.4","50","20.9","40","2020/01/08 12:16:00","0.0","0.0","0.0","--","0.0","--","8.9","83.8","14.85","/","4.6","5","2020/01/08 13:00:00","/","18.1","19.0","19.1","19.3","19.4","20.4","21.1"
"09","1015.5","1018.1","1018.3","2020/01/09 08:56:00","1013.4","2020/01/09 15:49:00","17.9","21.8","2020/01/09 11:44:00","15.6","2020/01/09 00:10:00","12.9","73","57","2020/01/09 11:44:00","5.6","50","15.5","50","2020/01/09 07:26:00","0.0","0.0","0.0","--","0.0","--","7.9","74.3","14.30","/","2.8","5","2020/01/09 13:00:00","/","18.7","18.8","18.8","18.8","18.9","20.2","21.1"
