"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","最大瞬間風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)","地溫0cm","地溫5cm","地溫10cm","地溫20cm","地溫30cm","地溫50cm","地溫100cm"
"10","1012.8","1015.4","1014.7","2020/01/10 07:43:00","1011.2","2020/01/10 15:25:00","18.9","24.5","2020/01/10 11:20:00","15.6","2020/01/10 01:31:00","16.3","85","59","2020/01/10 11:28:00","2.2","50","9.8","20","2020/01/10 13:43:00","0.0","0.0","0.0","--","0.0","--","7.3","68.6","14.31","/","/","5","2020/01/10 13:00:00","/","20.3","19.7","19.6","19.3","19.4","20.0","21.1"
"11","1012.4","1015.0","1013.6","2020/01/11 09:10:00","1011.1","2020/01/11 15:06:00","17.9","20.3","2020/01/11 10:57:00","16.5","2020/01/11 19:28:00","15.7","87","75","2020/01/11 15:15:00","3.1","40","8.6","40","2020/01/11 17:11:00","0.0","0.0","0.0","--","0.0","--","1.3","12.2","7.84","/","/","5","2020/01/11 12:00:00","/","/","/","/","/","/","/","/"
"12","1015.2","1017.8","1017.6","2020/01/12 09:44:00","1013.0","2020/01/12 00:01:00","14.5","17.4","2020/01/12 00:22:00","13.4","2020/01/12 07:49:00","11.1","80","69","2020/01/12 23:41:00","7.7","40","17.0","40","2020/01/12 22:45:00","1.6","6.4","0.2","2020/01/12 01:40:00","1.0","2020/01/12 00:50:00","0.0","0.0","1.07","/","/","1","2020/01/12 13:00:00","/","/","/","/","/","/","/","/"
"13","1015.0","1017.6","1017.3","2020/01/13 09:51:00","1013.0","2020/01/13 20:11:00","16.0","18.4","2020/01/13 12:34:00","14.2","2020/01/13 07:03:00","11.3","74","65","2020/01/13 11:59:00","7.3","50","15.9","30","2020/01/13 21:18:00","0.0","0.0","0.0","--","0.0","--","0.6","5.6","5.54","/","3.1","4","2020/01/13 13:00:00","/","16.8","17.6","17.4","17.8","18.7","19.9","21.1"
"14","1017.2","1019.8","1019.1","2020/01/14 09:04:00","1014.2","2020/01/14 00:08:00","17.2","19.5","2020/01/14 11:46:00","15.7","2020/01/14 23:18:00","13.3","78","72","2020/01/14 13:10:00","6.9","50","19.6","50","2020/01/14 21:45:00","0.0","0.0","0.0","--","0.0","--","2.4","22.5","9.48","/","2.5","4","2020/01/14 13:00:00","/","18.0","18.4","18.1","18.4","19.1","19.5","20.9"
"15","1016.1","1018.7","1017.7","2020/01/15 09:26:00","1014.0","2020/01/15 13:56:00","17.5","20.6","2020/01/15 11:00:00","15.6","2020/01/15 00:06:00","13.9","80","70","2020/01/15 10:43:00","7.3","50","17.1","40","2020/01/15 00:08:00","0.0","0.0","0.0","--","0.0","--","7.0","65.4","14.02","/","2.6","5","2020/01/15 13:00:00","/","18.7","18.6","18.4","18.4","18.9","19.6","20.9"
"16","1015.5","1018.1","X","--","X","--","17.6","19.9","2020/01/16 13:23:00","16.5","2020/01/16 18:32:00","15.5","88","81","2020/01/16 14:14:00","3.4","40","8.3","40","2020/01/16 00:17:00","0.0","0.0","0.0","--","0.0","--","1.4","13.1","6.81","/","/","4","2020/01/16 14:00:00","/","19.4","19.2","18.9","19.0","19.5","19.6","20.7"
"17","1018.0","1020.6","X","--","X","--","14.2","16.9","2020/01/17 00:01:00","12.3","2020/01/17 23:26:00","12.8","91","85","2020/01/17 21:13:00","6.1","40","X","X","--","0.9","6.5","0.2","2020/01/17 17:38:00","0.4","2020/01/17 05:01:00","0.0","0.0","0.44","/","/","1","2020/01/17 11:00:00","/","/","/","/","/","/","/","/"
"18","1018.6","1021.2","1020.3","2020/01/18 09:37:00","1017.2","2020/01/18 14:45:00","14.0","15.1","2020/01/18 09:42:00","12.3","2020/01/18 00:02:00","10.2","78","72","2020/01/18 09:10:00","X","X","X","X","--","0.0","0.0","0.0","--","0.0","--","0.1","0.9","3.97","/","/","2","2020/01/18 13:00:00","/","/","/","/","/","/","/","/"
"19","1019.1","1021.7","1020.9","2020/01/19 10:05:00","1017.3","2020/01/19 02:18:00","14.7","15.9","2020/01/19 13:51:00","13.8","2020/01/19 17:54:00","12.2","85","79","2020/01/19 14:02:00","X","X","X","X","--","0.0","0.0","0.0","--","0.0","--","0.0","0.0","1.74","/","/","2","2020/01/19 14:00:00","/","/","/","/","/","/","/","/"
"20","1021.1","1023.7","1022.8","2020/01/20 21:04:00","1019.6","2020/01/20 00:17:00","15.2","17.9","2020/01/20 11:47:00","14.1","2020/01/20 20:46:00","10.8","75","68","2020/01/20 11:25:00","X","X","X","X","--","0.0","0.0","0.0","--","0.0","--","5.9","54.8","13.72","/","3.1","6","2020/01/20 13:00:00","/","/","/","/","/","/","/","/"
"21","1020.7","1023.3","1023.2","2020/01/21 08:58:00","1018.3","2020/01/21 23:58:00","17.3","22.6","2020/01/21 12:19:00","13.8","2020/01/21 01:00:00","12.7","75","56","2020/01/21 12:21:00","4.5","50","11.7","40","2020/01/21 08:12:00","0.0","0.0","0.0","--","0.0","--","9.8","90.9","15.05","/","/","6","2020/01/21 12:00:00","/","18.3","18.0","17.9","17.5","17.6","19.0","20.4"
"22","1017.7","1020.3","1020.1","2020/01/22 09:15:00","1015.9","2020/01/22 15:14:00","17.5","20.8","2020/01/22 13:39:00","14.2","2020/01/22 02:01:00","16.2","92","83","2020/01/22 15:46:00","1.3","200","5.3","320","2020/01/22 11:52:00","0.0","0.0","0.0","--","0.0","--","1.3","12.0","8.47","/","/","4","2020/01/22 13:00:00","/","/","/","/","/","/","/","/"
"23","1016.4","1019.0","X","--","X","--","20.0","26.4","2020/01/23 11:47:00","16.0","2020/01/23 02:59:00","17.3","86","59","2020/01/23 15:59:00","2.3","30","8.3","40","2020/01/23 16:47:00","0.0","0.0","0.0","--","0.0","--","7.6","70.3","13.78","/","/","5","2020/01/23 12:00:00","/","/","/","/","/","/","/","/"
"24","X","X","X","--","X","--","18.2","18.9","2020/01/24 09:57:00","17.6","2020/01/24 20:06:00","18.1","99","94","2020/01/24 23:45:00","5.5","40","13.5","40","2020/01/24 20:11:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","2.56","/","/","2","2020/01/24 12:00:00","/","/","/","/","/","/","/","/"
"25","X","X","X","--","X","--","17.3","18.1","2020/01/25 08:34:00","15.9","2020/01/25 18:09:00","16.6","96","93","2020/01/25 12:00:00","7.0","40","14.6","40","2020/01/25 21:58:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","1.16","/","/","1","2020/01/25 12:00:00","/","/","/","/","/","/","/","/"
"26","X","X","X","--","X","--","16.5","17.6","2020/01/26 13:28:00","14.7","2020/01/26 18:06:00","15.9","96","92","2020/01/26 03:02:00","5.6","40","16.0","40","2020/01/26 02:22:00","38.0","15.1","6.0","2020/01/26 07:11:00","8.0","2020/01/26 07:01:00","0.0","0.0","2.88","/","/","3","2020/01/26 13:00:00","/","/","/","/","/","/","/","/"
"27","X","X","X","--","X","--","14.5","15.7","2020/01/27 05:31:00","13.6","2020/01/27 09:50:00","11.3","81","74","2020/01/27 13:09:00","4.4","50","11.5","30","2020/01/27 23:28:00","1.0","0.9","0.5","2020/01/27 08:05:00","1.0","2020/01/27 08:01:00","0.0","0.0","2.79","/","/","2","2020/01/27 13:00:00","/","/","/","/","/","/","/","/"
"28","X","X","X","--","X","--","13.3","14.4","2020/01/28 00:01:00","11.2","2020/01/28 23:21:00","9.3","77","70","2020/01/28 09:16:00","5.8","40","14.4","30","2020/01/28 00:38:00","0.5","2.2","0.5","2020/01/28 17:50:00","0.5","2020/01/28 17:50:00","0.0","0.0","0.46","/","/","1","2020/01/28 12:00:00","/","/","/","/","/","/","/","/"
"29","X","X","X","--","X","--","11.9","13.0","2020/01/29 04:49:00","9.5","2020/01/29 22:42:00","6.9","71","67","2020/01/29 21:08:00","4.9","50","11.5","60","2020/01/29 09:36:00","0.0","0.0","0.0","--","0.0","--","0.0","0.0","2.50","/","/","2","2020/01/29 13:00:00","/","/","/","/","/","/","/","/"
"30","X","X","X","--","X","--","11.5","14.2","2020/01/30 11:02:00","8.5","2020/01/30 23:57:00","3.4","58","47","2020/01/30 11:00:00","4.1","40","10.2","40","2020/01/30 11:44:00","0.0","0.0","0.0","--","0.0","--","8.2","75.1","16.36","/","3.1","6","2020/01/30 13:00:00","/","15.2","15.3","15.3","15.6","15.7","18.2","20.1"
"31","1021.5","1024.4","X","--","X","--","11.4","15.8","2020/01/31 11:50:00","7.2","2020/01/31 03:12:00","4.8","65","50","2020/01/31 10:11:00","5.0","70","14.3","50","2020/01/31 17:04:00","0.0","0.0","0.0","--","0.0","--","9.3","85.0","16.64","/","/","7","2020/01/31 13:00:00","/","14.8","14.9","14.9","15.2","15.3","17.8","19.9"
